"Start Time","End Time","Tag","Note","Tree Type","Is Success"
"Sun May 27 18:26:28 GMT-03:00 2018","Sun May 27 19:07:48 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon May 28 17:11:51 GMT-03:00 2018","Mon May 28 17:12:14 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon May 28 17:21:48 GMT-03:00 2018","Mon May 28 18:07:18 GMT-03:00 2018","Indefinido","","Cedro","True"
"Mon May 28 18:30:45 GMT-03:00 2018","Mon May 28 18:38:04 GMT-03:00 2018","Indefinido","","Arbusto","False"
"Fri Jun 01 13:22:28 GMT-03:00 2018","Fri Jun 01 14:07:58 GMT-03:00 2018","Indefinido","","Cedro","True"
"Fri Jun 01 15:02:52 GMT-03:00 2018","Fri Jun 01 15:39:44 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Jun 24 19:11:04 GMT-03:00 2018","Sun Jun 24 20:00:20 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Sep 09 10:49:30 GMT-03:00 2018","Sun Sep 09 11:19:30 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sun Sep 09 12:41:42 GMT-03:00 2018","Sun Sep 09 13:00:28 GMT-03:00 2018","Indefinido","","Arbusto","False"
"Sun Sep 09 14:50:14 GMT-03:00 2018","Sun Sep 09 15:30:14 GMT-03:00 2018","Indefinido","","Cedro","True"
"Mon Sep 10 22:13:24 GMT-03:00 2018","Mon Sep 10 23:13:46 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sat Sep 15 11:03:01 GMT-03:00 2018","Sat Sep 15 11:05:13 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sat Sep 15 12:00:05 GMT-03:00 2018","Sat Sep 15 12:36:03 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sat Sep 15 14:42:53 GMT-03:00 2018","Sat Sep 15 15:17:53 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sat Sep 15 18:06:44 GMT-03:00 2018","Sat Sep 15 18:46:44 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sat Sep 15 18:57:42 GMT-03:00 2018","Sat Sep 15 19:37:42 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sat Sep 15 20:14:17 GMT-03:00 2018","Sat Sep 15 20:29:17 GMT-03:00 2018","Indefinido","","Arbusto","True"
"Sun Sep 16 18:59:08 GMT-03:00 2018","Sun Sep 16 19:49:08 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sun Sep 16 20:17:57 GMT-03:00 2018","Sun Sep 16 20:47:57 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sun Sep 16 21:59:18 GMT-03:00 2018","Sun Sep 16 22:09:23 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Sep 17 21:48:34 GMT-03:00 2018","Mon Sep 17 22:13:58 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Sep 17 22:40:19 GMT-03:00 2018","Mon Sep 17 23:25:19 GMT-03:00 2018","Indefinido","","Cedro","True"
"Tue Sep 18 00:16:05 GMT-03:00 2018","Tue Sep 18 00:40:47 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Sep 18 22:31:25 GMT-03:00 2018","Tue Sep 18 23:12:08 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Sep 18 22:46:36 GMT-03:00 2018","Tue Sep 18 23:16:36 GMT-03:00 2018","Indefinido","Planted in my chrome","Cedro","True"
"Tue Sep 18 23:27:18 GMT-03:00 2018","Tue Sep 18 23:31:40 GMT-03:00 2018","Indefinido","","Cedro","False"
"Wed Sep 19 00:11:56 GMT-03:00 2018","Wed Sep 19 00:28:10 GMT-03:00 2018","Indefinido","","Cedro","False"
"Thu Sep 20 22:45:14 GMT-03:00 2018","Thu Sep 20 22:53:13 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Sep 23 15:32:15 GMT-03:00 2018","Sun Sep 23 16:07:09 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Sep 23 16:07:46 GMT-03:00 2018","Sun Sep 23 16:22:46 GMT-03:00 2018","Indefinido","","Arbusto","True"
"Sun Sep 23 16:24:33 GMT-03:00 2018","Sun Sep 23 16:39:33 GMT-03:00 2018","Indefinido","","Arbusto","True"
"Mon Sep 24 00:54:18 GMT-03:00 2018","Mon Sep 24 00:54:33 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Sep 24 00:55:09 GMT-03:00 2018","Mon Sep 24 00:58:44 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Sep 25 20:54:43 GMT-03:00 2018","Tue Sep 25 21:44:43 GMT-03:00 2018","Indefinido","","Cedro","True"
"Fri Sep 28 21:32:20 GMT-03:00 2018","Fri Sep 28 22:15:14 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sat Sep 29 00:44:00 GMT-03:00 2018","Sat Sep 29 01:10:34 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Sep 30 19:22:39 GMT-03:00 2018","Sun Sep 30 19:52:39 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sun Sep 30 20:47:39 GMT-03:00 2018","Sun Sep 30 21:21:48 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Oct 01 21:10:28 GMT-03:00 2018","Mon Oct 01 21:14:02 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Oct 01 21:15:58 GMT-03:00 2018","Mon Oct 01 21:30:58 GMT-03:00 2018","Indefinido","","Arbusto","True"
"Mon Oct 01 23:10:06 GMT-03:00 2018","Mon Oct 01 23:22:41 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Oct 01 23:23:20 GMT-03:00 2018","Mon Oct 01 23:56:08 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Oct 02 01:03:01 GMT-03:00 2018","Tue Oct 02 01:16:26 GMT-03:00 2018","Indefinido","","Arbusto","False"
"Tue Oct 02 20:46:37 GMT-03:00 2018","Tue Oct 02 20:55:01 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Oct 02 20:55:06 GMT-03:00 2018","Tue Oct 02 21:30:06 GMT-03:00 2018","Indefinido","","Cedro","True"
"Tue Oct 02 22:31:44 GMT-03:00 2018","Tue Oct 02 22:43:23 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Oct 02 22:48:51 GMT-03:00 2018","Tue Oct 02 23:03:02 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Oct 14 20:41:24 GMT-03:00 2018","Sun Oct 14 20:46:50 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Oct 14 21:06:29 GMT-03:00 2018","Sun Oct 14 21:29:04 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Oct 15 22:42:47 GMT-03:00 2018","Mon Oct 15 23:32:47 GMT-03:00 2018","Indefinido","","Cedro","True"
"Tue Oct 16 21:41:27 GMT-03:00 2018","Tue Oct 16 22:20:57 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Oct 21 20:38:50 GMT-03:00 2018","Sun Oct 21 21:28:50 GMT-03:00 2018","Indefinido","Planted in my chrome","Cedro","True"
"Tue Oct 23 19:22:46 GMT-03:00 2018","Tue Oct 23 19:31:27 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Oct 23 19:32:02 GMT-03:00 2018","Tue Oct 23 19:57:41 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Oct 30 15:33:54 GMT-03:00 2018","Tue Oct 30 15:51:49 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sat Nov 03 02:06:02 GMT-03:00 2018","Sat Nov 03 02:36:02 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sat Nov 03 02:46:02 GMT-03:00 2018","Sat Nov 03 03:00:09 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sat Nov 03 03:06:03 GMT-03:00 2018","Sat Nov 03 03:41:03 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sat Nov 03 17:07:33 GMT-03:00 2018","Sat Nov 03 17:35:46 GMT-03:00 2018","Indefinido","","Cedro","False"
"Sun Nov 04 14:32:40 GMT-03:00 2018","Sun Nov 04 15:12:40 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sun Nov 04 17:15:34 GMT-03:00 2018","Sun Nov 04 17:58:59 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Nov 05 00:43:37 GMT-03:00 2018","Mon Nov 05 01:33:37 GMT-03:00 2018","Indefinido","","Cedro","True"
"Mon Nov 05 14:35:25 GMT-03:00 2018","Mon Nov 05 15:19:54 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Nov 06 16:39:36 GMT-03:00 2018","Tue Nov 06 17:26:51 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Nov 06 19:14:22 GMT-03:00 2018","Tue Nov 06 19:54:22 GMT-03:00 2018","Indefinido","","Cedro","True"
"Wed Nov 07 01:07:31 GMT-03:00 2018","Wed Nov 07 01:42:31 GMT-03:00 2018","Indefinido","","Cedro","True"
"Wed Nov 07 13:31:35 GMT-03:00 2018","Wed Nov 07 13:55:22 GMT-03:00 2018","Indefinido","","Cedro","False"
"Wed Nov 07 14:29:48 GMT-03:00 2018","Wed Nov 07 14:37:29 GMT-03:00 2018","Indefinido","","Cedro","False"
"Wed Nov 07 14:42:03 GMT-03:00 2018","Wed Nov 07 14:46:17 GMT-03:00 2018","Indefinido","","Arbusto","False"
"Fri Nov 09 01:20:47 GMT-03:00 2018","Fri Nov 09 02:00:47 GMT-03:00 2018","Indefinido","","Cedro","True"
"Sun Nov 11 15:08:15 GMT-03:00 2018","Sun Nov 11 15:44:06 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Nov 12 17:42:45 GMT-03:00 2018","Mon Nov 12 18:10:21 GMT-03:00 2018","Indefinido","","Cedro","False"
"Mon Nov 12 18:10:48 GMT-03:00 2018","Mon Nov 12 18:34:46 GMT-03:00 2018","Indefinido","","Cedro","False"
"Tue Nov 13 12:06:08 GMT-03:00 2018","Tue Nov 13 12:42:53 GMT-03:00 2018","Esporte","","Cedro","False"
"Tue Nov 13 14:48:33 GMT-03:00 2018","Tue Nov 13 15:18:07 GMT-03:00 2018","Esporte","","Cedro","False"
"Wed Nov 14 01:03:00 GMT-03:00 2018","Wed Nov 14 01:53:00 GMT-03:00 2018","Estudo","","Cedro","True"
"Wed Nov 14 12:09:58 GMT-03:00 2018","Wed Nov 14 12:49:58 GMT-03:00 2018","Estudo","Planted in my firefox","Cedro","True"
"Wed Nov 14 14:39:08 GMT-03:00 2018","Wed Nov 14 15:06:24 GMT-03:00 2018","Reading","","Cedro","False"
"Wed Nov 14 16:31:47 GMT-03:00 2018","Wed Nov 14 17:01:02 GMT-03:00 2018","Estudo","","Cedro","False"
"Wed Nov 14 22:57:18 GMT-03:00 2018","Wed Nov 14 23:47:18 GMT-03:00 2018","Estudo","","Cedro","True"
"Thu Nov 15 13:13:05 GMT-03:00 2018","Thu Nov 15 13:58:37 GMT-03:00 2018","Estudo","","Cedro","False"
"Fri Nov 16 12:29:12 GMT-03:00 2018","Fri Nov 16 13:19:12 GMT-03:00 2018","Estudo","","Cedro","True"
"Sat Nov 17 00:06:23 GMT-03:00 2018","Sat Nov 17 01:36:23 GMT-03:00 2018","Estudo","","Cedro","True"
"Sat Nov 17 02:36:19 GMT-03:00 2018","Sat Nov 17 02:56:19 GMT-03:00 2018","Reading","","Arbusto","True"
"Sat Nov 17 15:04:03 GMT-03:00 2018","Sat Nov 17 15:50:42 GMT-03:00 2018","Esporte","","Cedro","False"
"Sat Nov 17 18:19:22 GMT-03:00 2018","Sat Nov 17 19:05:06 GMT-03:00 2018","Esporte","","Cedro","False"
"Mon Nov 19 14:40:14 GMT-03:00 2018","Mon Nov 19 15:27:03 GMT-03:00 2018","Esporte","","Cedro","False"
"Mon Nov 19 16:43:07 GMT-03:00 2018","Mon Nov 19 16:47:08 GMT-03:00 2018","Estudo","","Cedro","False"
"Mon Nov 19 18:00:55 GMT-03:00 2018","Mon Nov 19 19:30:55 GMT-03:00 2018","Estudo","","Cedro","True"
"Mon Nov 19 18:37:42 GMT-03:00 2018","Mon Nov 19 19:17:42 GMT-03:00 2018","Estudo","Planted in my firefox","Cedro","True"
"Mon Nov 19 23:44:53 GMT-03:00 2018","Tue Nov 20 01:14:53 GMT-03:00 2018","Estudo","","Cedro","True"
"Tue Nov 20 03:26:38 GMT-03:00 2018","Tue Nov 20 03:30:03 GMT-03:00 2018","Reading","","Arbusto","False"
"Wed Nov 21 13:29:18 GMT-03:00 2018","Wed Nov 21 14:59:18 GMT-03:00 2018","Estudo","","Bichano","True"
"Wed Nov 21 16:41:26 GMT-03:00 2018","Wed Nov 21 16:44:39 GMT-03:00 2018","Estudo","","Bichano","False"
"Wed Nov 21 20:07:42 GMT-03:00 2018","Wed Nov 21 20:08:44 GMT-03:00 2018","Estudo","","Bichano","False"
"Wed Nov 21 20:18:13 GMT-03:00 2018","Wed Nov 21 20:29:17 GMT-03:00 2018","Estudo","","Bichano","False"
"Wed Nov 21 20:31:17 GMT-03:00 2018","Wed Nov 21 20:54:04 GMT-03:00 2018","Estudo","","Bichano","False"
"Thu Nov 22 01:22:12 GMT-03:00 2018","Thu Nov 22 01:30:18 GMT-03:00 2018","Estudo","","Bichano","False"
"Thu Nov 22 01:33:35 GMT-03:00 2018","Thu Nov 22 02:43:35 GMT-03:00 2018","Estudo","","Bichano","True"
"Thu Nov 22 02:14:21 GMT-03:00 2018","Thu Nov 22 02:39:21 GMT-03:00 2018","Estudo","Planted in my firefox","Cedro","True"
"Thu Nov 22 15:26:12 GMT-03:00 2018","Thu Nov 22 16:11:12 GMT-03:00 2018","Esporte","","Cedro","True"
"Fri Nov 23 03:08:38 GMT-03:00 2018","Fri Nov 23 03:27:01 GMT-03:00 2018","Esporte","","Arbusto","False"
"Fri Nov 23 13:41:28 GMT-03:00 2018","Fri Nov 23 14:20:56 GMT-03:00 2018","Esporte","","Cedro","False"
"Sat Nov 24 15:59:49 GMT-03:00 2018","Sat Nov 24 16:59:49 GMT-03:00 2018","Esporte","","Cedro","True"
"Sun Nov 25 02:20:33 GMT-03:00 2018","Sun Nov 25 02:55:53 GMT-03:00 2018","Reading","","Bichano","False"
"Sun Nov 25 12:31:37 GMT-03:00 2018","Sun Nov 25 12:35:51 GMT-03:00 2018","Reading","","Bichano","False"
"Tue Nov 27 13:13:56 GMT-03:00 2018","Tue Nov 27 13:42:56 GMT-03:00 2018","Reading","","Bichano","False"
"Tue Nov 27 14:13:30 GMT-03:00 2018","Tue Nov 27 15:03:30 GMT-03:00 2018","Esporte","","Cedro","True"
"Tue Nov 27 18:35:31 GMT-03:00 2018","Tue Nov 27 20:05:31 GMT-03:00 2018","Estudo","","Bichano","True"
"Tue Nov 27 23:55:31 GMT-03:00 2018","Wed Nov 28 01:14:39 GMT-03:00 2018","Estudo","","Bichano","False"
"Wed Nov 28 22:28:46 GMT-03:00 2018","Wed Nov 28 23:19:27 GMT-03:00 2018","Estudo","Planted in my firefox","Bichano","False"
"Wed Nov 28 23:47:32 GMT-03:00 2018","Thu Nov 29 00:31:36 GMT-03:00 2018","Estudo","","Bichano","False"
"Thu Nov 29 12:48:04 GMT-03:00 2018","Thu Nov 29 14:02:34 GMT-03:00 2018","Estudo","","Bichano","False"
"Thu Nov 29 16:27:46 GMT-03:00 2018","Thu Nov 29 17:33:02 GMT-03:00 2018","Estudo","","Bichano","False"
"Thu Nov 29 19:33:52 GMT-03:00 2018","Thu Nov 29 20:33:52 GMT-03:00 2018","Indefinido","","Cedro","True"
"Thu Nov 29 22:25:20 GMT-03:00 2018","Thu Nov 29 23:05:20 GMT-03:00 2018","Reading","","Bichano","True"
"Fri Nov 30 02:36:19 GMT-03:00 2018","Fri Nov 30 02:46:47 GMT-03:00 2018","Reading","","Arbusto","False"
"Mon Dec 03 13:40:09 GMT-03:00 2018","Mon Dec 03 14:34:54 GMT-03:00 2018","Estudo","","Bichano","False"
"Mon Dec 03 19:53:39 GMT-03:00 2018","Mon Dec 03 20:33:39 GMT-03:00 2018","Indefinido","","Bichano","True"
"Mon Dec 03 19:54:08 GMT-03:00 2018","Mon Dec 03 19:54:26 GMT-03:00 2018","Estudo","Planted in my firefox","Bichano","False"
"Mon Dec 03 19:54:08 GMT-03:00 2018","Mon Dec 03 19:54:26 GMT-03:00 2018","Estudo","Planted in my firefox","Bichano","False"
"Mon Dec 03 19:54:57 GMT-03:00 2018","Mon Dec 03 20:34:57 GMT-03:00 2018","Indefinido","Planted in my firefox","Cedro","True"
"Tue Dec 04 01:44:31 GMT-03:00 2018","Tue Dec 04 02:49:31 GMT-03:00 2018","Estudo","","Bichano","True"
"Tue Dec 04 02:03:26 GMT-03:00 2018","Tue Dec 04 02:43:26 GMT-03:00 2018","Estudo","Planted in my firefox","Bichano","True"
"Tue Dec 04 12:24:14 GMT-03:00 2018","Tue Dec 04 12:54:14 GMT-03:00 2018","Reading","","Bichano","True"
